76.32843	0.9956
76.14956	0.99425
75.9897	0.99425
75.84628	0.99459
75.681	0.99527
75.52093	0.99594
75.36252	0.99561
75.19786	0.99527
75.05029	0.99493
74.88496	0.99528
74.73082	0.9946
74.57012	0.9946
74.42098	0.99528
74.24956	0.99493
74.0998	0.99425
73.93925	0.99527
73.79111	0.99527
73.6301	0.99527
73.46367	0.99426
73.32443	0.99325
73.099	0.99359
72.98668	0.99325
72.83874	0.99391
72.64034	0.99358
72.51901	0.99258
72.36821	0.99359
72.16314	0.99359
72.0604	0.9946
71.89299	0.99527
71.69808	0.99459
71.58138	0.99459
71.41948	0.99527
71.22223	0.99594
71.09323	0.99459
70.95097	0.99258
70.75002	0.99224
70.62895	0.99291
70.48038	0.99291
70.27329	0.99291
70.15945	0.99291
69.99782	0.99324
69.80182	0.99324
69.68965	0.99391
69.52916	0.99493
69.32576	0.99459
69.20886	0.99391
69.05915	0.99391
68.90595	0.99391
68.74213	0.99459
68.54373	0.99324
68.43229	0.99324
68.27024	0.9929
68.03929	0.99291
67.95124	0.99324
67.78882	0.99358
67.58308	0.99392
67.4981	0.99392
67.30949	0.99358
67.1414	0.99358
67.02855	0.99391
66.85062	0.99493
66.65446	0.99594
66.53063	0.99527
66.38488	0.99358
66.18954	0.99291
66.04832	0.99324
65.90189	0.99291
65.71177	0.99325
65.59018	0.99325
65.44859	0.99359
65.23493	0.99493
65.1337	0.99391
64.95322	0.99224
64.77122	0.99224
64.65666	0.99291
64.47717	0.99358
64.28137	0.99291
64.17269	0.99257
63.98497	0.99157
63.86046	0.99191
63.6842	0.99358
63.50298	0.99459
63.38066	0.99324
63.21887	0.99258
63.01594	0.99224
62.90961	0.9929
62.74854	0.99358
62.55822	0.99224
62.42283	0.99123
62.2852	0.9919
62.0718	0.99223
61.97015	0.99122
61.82825	0.99056
61.61793	0.9909
61.50333	0.99157
61.31311	0.99291
61.12591	0.99224
61.03587	0.99156
60.87596	0.99122
60.68568	0.99157
60.56529	0.99122
60.40751	0.99021
60.18822	0.98988
60.06148	0.99056
59.8924	0.99122
59.72295	0.99156
59.5861	0.99054
59.45691	0.98989
59.2971	0.99157
59.12999	0.9909
58.95477	0.9909
58.81125	0.9919
58.64884	0.99156
58.50183	0.99054
58.32765	0.99088
58.1782	0.99122
58.03651	0.99055
57.86597	0.98988
57.70699	0.98988
57.54608	0.99122
57.37075	0.99088
57.22078	0.98988
57.09628	0.98954
56.92251	0.98988
56.75616	0.99156
56.58791	0.99122
56.4293	0.99089
56.28886	0.99056
56.12035	0.9909
55.98058	0.99123
55.81764	0.99088
55.64086	0.98921
55.4989	0.98888
55.34154	0.99022
55.1711	0.99056
55.04384	0.98988
54.8545	0.98887
54.68755	0.98921
54.53789	0.99022
54.37751	0.99056
54.24441	0.98988
54.07397	0.99021
53.91489	0.99022
53.78299	0.99056
53.59193	0.99023
53.43004	0.98988
53.27231	0.98954
53.12317	0.98922
52.98783	0.98955
52.83088	0.98989
52.65326	0.98888
52.5073	0.98821
52.36061	0.98921
52.17726	0.98954
52.00338	0.99022
51.8531	0.98988
51.72906	0.98854
51.55368	0.98921
51.40027	0.98988
51.25093	0.98988
51.06513	0.98822
50.92984	0.98721
50.74337	0.98788
50.59647	0.98888
50.44556	0.98854
50.29049	0.98922
50.1427	0.98755
49.95654	0.98821
49.80688	0.98955
49.63796	0.99056
49.4821	0.98954
49.33505	0.98853
49.16935	0.98888
49.00782	0.98922
